pb_budak,https://deepblue.lib.umich.edu/data/concern/data_sets/8w32r569d?locale=en
pb_spinde,https://zenodo.org/record/4474336#.YBHO6xYxmK8
fn_kagg,https://www.kaggle.com/competitions/fake-news/overview
